,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,salecondition,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,2ndfloorpres,bighouse
1283,1289,1290,60,RL,86.0,11065,1,Lvl,Inside,flat,NridgHt,Norm,1Fam,2Story,8,5,4024036,2006,Gable,Stone,788.0,4,PConc,16,2,Unf,0,1085,25,1970,0,2,1,3,1,5,Typ,1,4,BuiltIn,Fin,753,TA,177,10,2006,Partial,281000,1,0,1,1,1,1,0,Vinyl,0.0,1,0.0
1284,1290,1291,80,RL,73.0,14112,1,Lvl,Corner,flat,NAmes,Norm,1Fam,SLvl,5,7,3857296,1964,Hip,BrkFace,86.0,3,PConc,9,3,GLQ,1014,138,9,1152,1,1,0,3,1,3,Typ,1,4,Attchd,RFn,484,TA,227,4,2010,Normal,180500,0,0,1,1,1,1,0,Wood,46.0,0,0.0
1285,1291,1292,160,RM,21.0,1680,0,Lvl,Inside,flat,BrDale,Norm,Twnhs,2Story,5,7,3888784,1972,Gable,BrkFace,268.0,3,CBlock,9,1,ALQ,231,399,9,1302,0,2,1,3,1,3,Typ,0,0,Detchd,Unf,264,TA,185,2,2009,Normal,119500,0,0,1,0,1,1,0,Aggregate,37.0,1,0.0
1286,1292,1293,70,RM,60.0,6600,0,Lvl,Corner,flat,OldTown,Norm,1Fam,2Story,5,4,3579664,1965,Gable,None,0.0,3,Stone,9,1,Unf,0,994,9,2372,0,2,0,4,2,3,Min2,0,0,Attchd,RFn,432,TA,0,12,2009,Normal,107500,1,0,1,0,0,1,0,Wood,117.0,1,0.0
1287,1293,1294,60,RL,78.0,10140,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,2Story,7,5,3904576,1976,Gable,None,0.0,3,PConc,16,1,GLQ,194,638,9,1664,0,2,1,4,1,3,Typ,1,3,Attchd,RFn,528,TA,0,3,2006,Normal,162900,1,0,1,1,0,1,0,Wood,30.0,1,0.0
1288,1294,1295,20,RL,60.0,8172,0,Lvl,Inside,flat,Edwards,Norm,1Fam,1Story,5,7,3822025,1990,Hip,None,0.0,3,CBlock,9,1,Rec,167,697,9,864,1,1,0,2,1,3,Typ,0,0,Detchd,Unf,572,TA,0,4,2006,Normal,115000,0,0,1,0,0,1,0,Wood,51.0,0,0.0
1289,1295,1296,20,RL,70.0,8400,0,Lvl,Inside,flat,NAmes,Feedr,1Fam,1Story,5,5,3873024,1968,Hip,BrkFace,168.0,3,CBlock,9,3,BLQ,1016,36,16,1052,1,1,1,3,1,3,Typ,0,0,Attchd,RFn,288,TA,356,11,2006,Normal,138500,0,0,1,0,1,1,0,Wood,38.0,0,0.0
1290,1296,1297,20,RL,80.0,8700,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,6,3853369,1963,Hip,BrkFace,148.0,3,CBlock,9,2,ALQ,776,344,16,1128,1,2,0,3,1,3,Typ,0,0,Attchd,RFn,525,TA,192,12,2008,Normal,155000,1,0,1,0,1,1,0,Metal,45.0,0,0.0
1291,1297,1298,180,RM,35.0,3675,0,Lvl,Inside,flat,Edwards,Norm,TwnhsE,SFoyer,6,5,4020025,2006,Gable,BrkFace,82.0,3,PConc,16,4,GLQ,547,0,16,1072,1,2,0,2,1,3,Typ,0,0,Basment,Fin,525,TA,0,6,2006,Partial,140000,1,0,1,0,1,1,0,Vinyl,1.0,0,0.0
1292,1299,1300,20,RL,75.0,7500,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3837681,1994,Hip,None,0.0,3,CBlock,9,1,LwQ,340,0,25,1246,1,1,1,3,1,4,Typ,0,0,Attchd,RFn,305,TA,218,5,2010,Normal,154000,0,0,1,0,0,1,0,Brick,51.0,0,0.0
1293,1300,1301,60,RL,65.0,10762,1,Lvl,CulDSac,flat,Gilbert,Norm,1Fam,2Story,7,5,3996001,1999,Gable,None,344.0,4,PConc,16,1,GLQ,694,284,25,1983,0,2,1,3,1,4,Typ,1,3,Attchd,Fin,490,TA,0,5,2009,Normal,225000,0,0,1,1,1,1,0,Vinyl,10.0,1,0.0
1294,1301,1302,70,RL,74.0,7500,1,Bnk,Inside,flat,Crawfor,Norm,1Fam,2Story,6,7,3771364,1950,Gable,None,0.0,3,CBlock,9,1,BLQ,547,224,4,1494,0,1,0,3,1,4,Typ,2,4,Attchd,Unf,213,TA,0,11,2009,Normal,177500,1,0,1,1,0,1,0,Wood,67.0,1,0.0
1295,1302,1303,60,RL,92.0,10120,0,Lvl,Inside,flat,NoRidge,Norm,1Fam,2Story,8,5,3976036,1994,Hip,BrkFace,391.0,4,PConc,16,1,GLQ,740,425,25,2526,1,2,1,4,1,4,Typ,1,3,Attchd,RFn,844,TA,309,12,2006,Normal,290000,1,0,1,1,1,1,0,Vinyl,12.0,1,0.0
1296,1303,1304,20,RL,73.0,8688,0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,7,5,4020025,2005,Gable,BrkFace,228.0,4,PConc,16,3,Unf,0,1616,25,1616,0,2,0,3,1,4,Typ,0,0,Attchd,RFn,834,TA,208,4,2006,Normal,232000,1,0,1,0,1,1,0,Vinyl,1.0,0,0.0
1297,1304,1305,160,RM,32.0,3363,0,Lvl,Inside,flat,Edwards,Norm,TwnhsE,2Story,7,5,4016016,2004,Gable,Stone,117.0,4,PConc,16,1,Unf,0,976,25,1708,0,2,0,3,1,4,Maj1,0,0,Detchd,Unf,380,TA,0,4,2006,Normal,130000,1,0,1,0,1,1,0,Vinyl,2.0,1,0.0
1298,1305,1306,20,RL,108.0,13173,1,Lvl,Corner,flat,NridgHt,Norm,1Fam,1Story,9,5,4024036,2007,Hip,Stone,300.0,4,PConc,25,1,GLQ,1572,80,25,1652,1,2,0,2,1,5,Typ,2,5,Attchd,Fin,840,TA,404,11,2009,Normal,325000,1,0,1,1,1,1,0,Vinyl,3.0,0,0.0
1299,1306,1307,120,RL,48.0,6955,1,Lvl,Inside,flat,NridgHt,Norm,TwnhsE,1Story,7,5,4020025,2006,Gable,Stone,94.0,4,PConc,16,1,Unf,0,1368,25,1368,0,2,0,2,1,4,Typ,1,4,Attchd,RFn,474,TA,132,9,2006,Partial,202500,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
1300,1307,1308,20,RL,60.0,8072,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,5,5,3976036,1995,Gable,None,0.0,3,PConc,16,1,ALQ,746,244,25,990,1,1,0,3,1,3,Typ,0,0,Detchd,Unf,480,TA,0,5,2009,Normal,138000,1,0,1,0,0,1,0,Vinyl,15.0,0,0.0
1301,1308,1309,20,RM,100.0,12000,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1Story,5,7,3794704,2005,Gable,None,0.0,3,CBlock,9,1,GLQ,144,172,25,1122,1,1,0,2,1,4,Typ,0,0,Attchd,Unf,528,TA,0,5,2008,Normal,147000,1,0,1,0,0,1,0,Metal,60.0,0,0.0
1302,1309,1310,20,RL,66.5,7153,0,Lvl,Inside,flat,SawyerW,Norm,1Fam,1Story,6,5,3964081,1991,Gable,BrkFace,88.0,3,CBlock,16,1,GLQ,1200,78,16,1294,1,2,0,3,1,4,Typ,0,0,Attchd,RFn,496,TA,112,6,2008,Normal,179200,1,0,1,0,1,1,0,Wood,17.0,0,0.0
1303,1310,1311,20,RL,100.0,17500,0,Lvl,Inside,flat,Crawfor,PosA,1Fam,1Story,7,8,3837681,2002,Gable,None,0.0,4,PConc,16,3,GLQ,1406,496,9,1902,1,2,0,3,1,5,Typ,2,3,Attchd,Fin,567,TA,0,5,2010,Normal,335000,1,0,1,1,0,1,0,Brick,51.0,0,0.0
1304,1311,1312,20,RL,68.0,8814,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,5,4020025,2007,Gable,BrkFace,80.0,4,PConc,16,1,GLQ,925,349,25,1274,1,2,0,3,1,4,Typ,0,0,Attchd,RFn,508,TA,264,1,2007,Partial,203000,1,0,1,0,1,1,0,Vinyl,2.0,0,0.0
1305,1312,1313,60,RL,91.0,9572,1,Lvl,Inside,flat,NoRidge,Norm,1Fam,2Story,8,5,3960100,1990,Gable,BrkFace,336.0,4,PConc,25,1,GLQ,482,971,25,2810,0,2,1,4,1,4,Typ,1,5,Attchd,RFn,750,Gd,500,6,2007,Normal,302000,0,0,1,1,1,1,0,Wood,17.0,1,0.0
1306,1313,1314,60,RL,108.0,14774,1,Lvl,Corner,flat,NoRidge,Norm,1Fam,2Story,9,5,3996001,1999,Gable,BrkFace,165.0,4,PConc,16,1,Unf,0,1393,25,2599,0,2,1,4,1,4,Typ,1,3,BuiltIn,Fin,779,TA,668,5,2010,Normal,333168,1,0,1,1,1,1,0,Vinyl,11.0,1,0.0
1307,1314,1315,20,RL,60.0,8190,0,Lvl,Inside,flat,Edwards,Norm,1Fam,1Story,4,6,3818116,1954,Hip,None,0.0,3,CBlock,9,1,Rec,732,216,25,948,1,1,0,3,1,3,Typ,1,3,Detchd,Unf,280,TA,0,10,2007,Normal,119000,1,0,1,1,0,1,0,Wood,53.0,0,0.0
1308,1315,1316,60,RL,85.0,11075,0,Lvl,Inside,flat,NAmes,Norm,1Fam,2Story,6,5,3876961,1969,Gable,None,0.0,3,CBlock,4,2,ALQ,500,176,9,2112,0,2,1,4,1,3,Typ,2,4,Attchd,Unf,576,TA,280,6,2008,Normal,206900,0,0,1,1,0,1,0,Wood,39.0,1,0.0
1309,1316,1317,20,RL,61.0,10226,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,8,5,4032064,2008,Gable,Stone,270.0,4,PConc,25,4,Unf,0,1622,25,1630,1,2,0,3,1,5,Typ,1,4,Attchd,RFn,860,TA,172,1,2009,Normal,295493,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
1310,1317,1318,120,FV,47.0,4230,0,Lvl,Corner,flat,Somerst,Norm,TwnhsE,1Story,7,5,4024036,2007,Gable,None,0.0,4,PConc,25,1,Unf,0,1352,25,1352,0,2,0,2,1,4,Typ,1,4,Attchd,RFn,466,TA,0,4,2007,Partial,208900,1,0,1,1,0,1,0,Vinyl,1.0,0,0.0
1311,1318,1319,20,RL,70.0,14781,2,Lvl,CulDSac,flat,CollgCr,Norm,1Fam,1Story,8,5,4004001,2002,Hip,BrkFace,178.0,4,PConc,16,4,Unf,0,1753,25,1787,0,2,0,3,1,4,Typ,1,3,Attchd,RFn,748,TA,198,8,2006,Normal,275000,1,0,1,1,1,1,0,Vinyl,5.0,0,0.0
1312,1319,1320,20,RL,75.0,10215,0,Bnk,Inside,flat,Edwards,Norm,1Fam,1Story,4,5,3818116,1954,Hip,BrkFace,132.0,3,PConc,9,1,ALQ,492,372,25,948,0,1,0,3,1,3,Typ,0,0,Attchd,Unf,248,TA,0,2,2007,Normal,111000,0,0,1,0,1,1,0,Wood,53.0,0,0.0
1313,1320,1321,20,RL,70.0,8400,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,6,3,3829849,1957,Hip,None,0.0,3,CBlock,9,1,ALQ,189,628,16,1478,1,1,1,3,1,3,Typ,2,4,Attchd,RFn,442,TA,114,6,2009,Normal,156500,1,0,1,1,0,1,0,Brick,52.0,0,0.0
1314,1321,1322,20,RL,52.0,6627,1,Lvl,Corner,flat,BrkSide,Feedr,1Fam,1Story,3,6,3798601,1950,Hip,None,0.0,3,CBlock,0,0,None,0,0,9,720,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,287,Fa,0,7,2008,Normal,72500,0,0,1,0,0,0,0,Vinyl,59.0,0,0.0
1315,1322,1323,60,RL,107.0,10186,1,Lvl,Inside,flat,NoRidge,Norm,1Fam,2Story,7,5,3968064,1992,Gable,None,0.0,4,PConc,16,1,GLQ,674,76,25,1923,1,2,1,3,1,4,Typ,1,3,Attchd,RFn,564,TA,240,6,2010,Normal,190000,1,0,1,1,0,1,0,Wood,18.0,1,0.0
1316,1323,1324,30,RL,50.0,5330,0,HLS,Inside,flat,BrkSide,Norm,1Fam,1Story,4,7,3763600,1950,Hip,None,0.0,2,CBlock,9,1,LwQ,280,140,16,708,0,1,0,2,1,2,Typ,0,0,None,None,0,None,164,12,2009,Normal,82500,0,0,0,0,0,1,0,Vinyl,69.0,0,0.0
1317,1324,1325,20,RL,75.0,9986,0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,8,5,4024036,2007,Gable,BrkFace,428.0,4,PConc,25,3,Unf,0,1795,25,1795,0,2,0,2,1,4,Typ,1,4,Attchd,RFn,895,TA,0,2,2007,Partial,147000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
1318,1325,1326,30,RM,40.0,3636,0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,1Story,4,4,3694084,1950,Gable,None,0.0,3,BrkTil,9,1,Unf,0,796,4,796,0,1,0,2,1,3,Typ,0,0,None,None,0,None,0,1,2008,Normal,55000,1,0,0,0,0,1,0,Aesbestos,86.0,0,0.0
1319,1326,1327,30,RH,70.0,4270,0,Bnk,Inside,sloped,Edwards,Norm,1Fam,1Story,3,6,3728761,2006,Gable,None,0.0,3,BrkTil,9,1,Rec,544,0,25,774,0,1,0,3,1,4,Typ,0,0,None,None,0,None,0,5,2007,Normal,79000,1,0,0,0,0,1,0,Metal,76.0,0,0.0
1320,1327,1328,20,RL,60.0,6600,0,Lvl,Inside,flat,Mitchel,Norm,1Fam,1Story,5,9,3928324,2008,Gable,None,0.0,4,CBlock,9,1,ALQ,641,175,25,816,0,1,0,3,1,4,Typ,1,5,Attchd,Unf,264,TA,0,10,2008,Normal,130500,0,0,1,1,0,1,0,Vinyl,26.0,0,0.0
1321,1328,1329,50,RM,60.0,10440,0,Lvl,Corner,flat,OldTown,Norm,1Fam,1.5Fin,6,7,3686400,1950,Gable,None,0.0,4,BrkTil,16,1,LwQ,493,1017,25,2792,0,2,0,5,1,3,Mod,2,3,Detchd,Unf,520,TA,0,6,2008,Normal,256000,1,0,1,1,0,1,1,Brick,88.0,1,0.0
1322,1329,1330,60,RL,63.0,9084,1,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,7,5,3992004,1998,Hip,None,0.0,3,PConc,16,1,Unf,0,935,16,1632,0,2,1,3,1,3,Typ,1,3,Attchd,Fin,462,TA,0,6,2006,Normal,176500,1,0,1,1,0,1,0,Vinyl,8.0,1,0.0
1323,1330,1331,20,RL,85.0,10000,0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,8,5,4024036,2006,Hip,Stone,410.0,4,PConc,16,3,Unf,0,1588,25,1588,0,2,0,3,1,4,Typ,1,4,Attchd,RFn,825,TA,144,12,2007,Normal,227000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
1324,1331,1332,80,RL,55.0,10780,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,SLvl,5,5,3904576,1976,Gable,None,0.0,3,CBlock,9,3,ALQ,483,428,16,954,0,1,0,3,1,3,Typ,0,0,Detchd,Unf,576,TA,0,7,2006,Normal,132500,0,0,1,0,0,1,0,Metal,30.0,0,0.0
1325,1332,1333,20,RL,67.0,8877,0,Lvl,Inside,sloped,Edwards,Norm,1Fam,1Story,4,6,3755844,1958,Gable,None,0.0,3,CBlock,9,2,ALQ,690,126,25,816,1,1,0,2,1,3,Typ,1,4,Detchd,Unf,288,Fa,0,5,2009,Normal,100000,0,0,1,1,0,1,0,Metal,71.0,0,0.0
1326,1333,1334,50,RM,60.0,7200,0,Lvl,Corner,flat,IDOTRR,Norm,1Fam,1.5Fin,5,6,3755844,1995,Gable,None,0.0,3,CBlock,9,1,Unf,0,803,25,1360,0,1,1,2,1,4,Typ,0,0,Detchd,Unf,297,TA,0,7,2006,Normal,125500,1,0,1,0,0,1,0,Wood,68.0,1,0.0
1327,1334,1335,160,RM,24.0,2368,0,Lvl,Inside,flat,BrDale,Norm,TwnhsE,2Story,5,6,3880900,1970,Gable,None,312.0,3,CBlock,9,1,LwQ,765,0,9,1365,0,1,1,3,1,3,Min1,0,0,Attchd,Unf,440,TA,0,5,2009,Normal,125000,1,0,1,0,1,1,0,Wood,39.0,1,0.0
1328,1335,1336,20,RL,80.0,9650,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,6,5,3908529,1977,Gable,BrkFace,360.0,3,CBlock,16,1,ALQ,686,664,9,1334,0,2,0,2,1,3,Typ,1,3,Attchd,RFn,630,TA,0,4,2009,Normal,167900,1,0,1,1,1,1,0,Wood,32.0,0,0.0
1329,1336,1337,90,RL,87.0,9246,1,Lvl,Inside,flat,NWAmes,Feedr,Duplex,1Story,5,5,3892729,1973,Gable,BrkFace,564.0,3,CBlock,9,1,Unf,0,1656,9,1656,0,2,0,4,2,3,Typ,0,0,Detchd,Unf,506,TA,0,11,2008,Normal,135000,1,0,1,0,1,1,0,Wood,35.0,0,0.0
1330,1337,1338,30,RM,153.0,4118,1,Bnk,Corner,sloped,OldTown,Feedr,1Fam,1Story,4,4,3767481,1950,Gable,None,0.0,3,CBlock,9,1,Unf,0,693,4,693,0,1,0,2,1,2,Typ,0,0,None,None,0,None,0,3,2006,Normal,52500,1,0,0,0,0,1,0,Wood,65.0,0,0.0
1331,1338,1339,60,RL,95.0,13450,1,Lvl,Corner,flat,CollgCr,Norm,1Fam,2Story,7,5,4008004,2002,Gable,None,0.0,4,PConc,16,1,GLQ,700,216,25,1861,1,2,1,3,1,4,Typ,0,0,BuiltIn,RFn,492,TA,146,6,2006,Normal,200000,1,0,1,0,0,1,0,Vinyl,4.0,1,0.0
1332,1339,1340,20,RL,120.0,9560,1,Lvl,Corner,flat,CollgCr,Norm,1Fam,1Story,5,7,3888784,1972,Hip,None,0.0,3,CBlock,9,2,Rec,360,504,25,864,0,1,0,3,1,3,Typ,0,0,Attchd,RFn,288,TA,0,6,2006,Normal,128500,0,0,1,0,0,1,0,Metal,34.0,0,0.0
1333,1340,1341,20,RL,70.0,8294,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,4,5,3884841,1971,Gable,None,0.0,3,CBlock,9,1,Unf,0,858,9,872,0,1,0,3,1,3,Typ,0,0,Detchd,Unf,480,TA,0,6,2007,Normal,123000,0,0,1,0,0,1,0,Metal,36.0,0,0.0
1334,1341,1342,20,RL,66.0,13695,0,Lvl,Inside,flat,SawyerW,RRAe,1Fam,1Story,6,5,4012009,2004,Gable,None,0.0,3,PConc,16,1,GLQ,814,300,25,1114,1,1,0,3,1,4,Typ,0,0,Detchd,Unf,576,TA,0,7,2008,Normal,155000,1,0,1,0,0,1,0,Vinyl,5.0,0,0.0
1335,1342,1343,60,RL,70.0,9375,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,8,5,4008004,2002,Gable,BrkFace,149.0,4,PConc,16,1,Unf,0,1284,25,2169,0,2,1,3,1,4,Typ,1,4,Attchd,RFn,647,TA,192,8,2007,Normal,228500,1,0,1,1,1,1,0,Vinyl,5.0,1,0.0
1336,1343,1344,50,RL,57.0,7558,0,Bnk,Inside,flat,Crawfor,Norm,1Fam,1.5Fin,6,6,3717184,1950,Gable,None,0.0,3,BrkTil,9,1,Unf,0,896,16,1913,0,1,1,3,1,3,Typ,1,3,Detchd,Unf,342,Fa,0,3,2009,Normal,177000,0,0,1,1,0,1,0,Brick,81.0,1,0.0
1337,1344,1345,60,RL,85.0,11103,1,Lvl,Corner,flat,CollgCr,Norm,1Fam,2Story,7,5,4024036,2006,Gable,None,0.0,4,PConc,16,1,Unf,0,728,25,1456,0,2,1,3,1,4,Typ,1,3,Attchd,Fin,440,TA,0,7,2007,Partial,155835,0,0,1,1,0,1,0,Vinyl,1.0,1,0.0
1338,1345,1346,30,RM,50.0,6000,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1Story,4,4,3686400,1950,Hip,None,0.0,3,PConc,9,1,ALQ,250,710,16,960,0,1,0,2,1,2,Typ,0,0,Detchd,Unf,308,TA,0,7,2007,Normal,108500,1,0,1,0,0,1,0,Metal,87.0,0,0.0
1339,1346,1347,20,RL,80.0,20781,2,Lvl,CulDSac,flat,NWAmes,PosN,1Fam,1Story,7,7,3873024,2003,Hip,None,0.0,3,CBlock,9,1,BLQ,297,1203,9,2156,0,2,0,3,1,3,Typ,1,4,Attchd,RFn,508,TA,0,6,2006,Normal,262500,1,0,1,1,0,1,0,Brick,38.0,0,0.0
1340,1347,1348,20,RL,93.0,15306,1,HLS,Corner,flat,Timber,Norm,1Fam,1Story,8,5,4024036,2007,Gable,Stone,100.0,4,PConc,25,4,GLQ,80,1652,25,1776,1,2,0,3,1,4,Typ,1,4,Attchd,Fin,712,TA,0,5,2007,Partial,283463,0,0,1,1,1,1,0,Vinyl,1.0,0,0.0
1341,1348,1349,20,RL,66.5,16196,3,Low,Inside,flat,SawyerW,Norm,1Fam,1Story,7,5,3992004,1998,Gable,None,0.0,4,PConc,16,4,GLQ,1443,39,25,1494,1,2,0,3,1,4,Typ,1,2,Attchd,RFn,514,TA,402,8,2007,Normal,215000,1,0,1,1,0,1,0,Vinyl,9.0,0,0.0
1342,1349,1350,70,RM,50.0,5250,0,Lvl,Inside,flat,OldTown,Norm,1Fam,2Story,8,5,3504384,1987,Gable,None,0.0,3,BrkTil,9,1,LwQ,259,425,4,2358,0,2,0,4,1,3,Typ,0,0,None,None,0,None,0,12,2008,Normal,122000,1,0,0,0,0,1,0,Metal,136.0,1,1.0
1343,1350,1351,90,RL,91.0,11643,0,Lvl,Inside,flat,NAmes,Artery,Duplex,2Story,5,5,3876961,1969,Gable,BrkFace,368.0,3,CBlock,9,1,LwQ,500,748,9,2634,1,2,2,6,2,3,Typ,0,0,Detchd,Unf,968,TA,0,8,2009,Normal,200000,0,0,1,0,1,1,0,Metal,40.0,1,0.0
1344,1351,1352,60,RL,70.0,9247,1,Lvl,Inside,flat,NAmes,Norm,1Fam,2Story,6,6,3849444,1962,Gable,BrkFace,318.0,3,CBlock,9,1,Rec,319,539,25,1716,0,1,1,4,1,3,Typ,1,4,Attchd,Fin,490,TA,0,3,2008,Normal,171000,1,0,1,1,1,1,0,Wood,46.0,1,0.0
1345,1352,1353,50,RM,50.0,6000,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,6,9,3751969,2000,Gable,None,0.0,4,BrkTil,9,1,Unf,0,698,9,1176,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,624,TA,210,7,2009,Normal,134900,0,0,1,0,0,1,0,Metal,72.0,1,0.0
1346,1353,1354,50,RL,56.0,14720,1,Lvl,CulDSac,flat,NoRidge,Norm,1Fam,1.5Fin,8,5,3980025,1996,Hip,BrkFace,579.0,4,PConc,16,3,GLQ,816,1217,25,3238,1,2,1,4,1,4,Typ,1,5,Attchd,Fin,666,TA,283,3,2010,Normal,410000,1,0,1,1,1,1,0,Vinyl,15.0,1,0.0
1347,1354,1355,60,RL,70.0,10316,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,7,5,4000000,2000,Gable,None,0.0,4,PConc,16,1,GLQ,735,257,25,1865,1,2,1,3,1,4,Typ,1,3,Attchd,RFn,839,TA,0,6,2008,Normal,235000,1,0,1,1,0,1,0,Vinyl,8.0,1,0.0
1348,1355,1356,80,RL,102.0,10192,1,Lvl,Inside,flat,NWAmes,Norm,1Fam,SLvl,7,6,3873024,1992,Gable,BrkFace,143.0,3,CBlock,9,1,Unf,0,570,16,1920,0,3,0,4,1,4,Typ,1,3,Attchd,RFn,487,TA,0,9,2006,Normal,170000,1,0,1,1,1,1,0,Metal,38.0,1,0.0
1349,1356,1357,20,RL,73.0,9477,0,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,5,5,3865156,1966,Gable,BrkFace,65.0,3,CBlock,9,1,Rec,340,524,9,892,0,1,0,3,1,3,Typ,0,0,Attchd,RFn,264,TA,0,10,2008,Normal,110000,0,0,1,0,1,1,0,Wood,42.0,0,0.0
1350,1357,1358,20,RL,73.0,12537,1,Lvl,CulDSac,flat,NAmes,Norm,1Fam,1Story,5,6,3884841,2008,Gable,None,0.0,3,CBlock,9,1,GLQ,734,344,25,1078,1,1,1,3,1,3,Typ,1,2,Attchd,Fin,500,TA,0,4,2010,Normal,149900,0,0,1,1,0,1,0,Vinyl,39.0,0,0.0
1351,1358,1359,160,FV,73.5,2117,0,Lvl,Inside,flat,Somerst,Norm,Twnhs,2Story,6,5,4000000,2000,Gable,BrkFace,216.0,4,PConc,16,1,GLQ,378,378,25,1573,0,2,1,3,1,4,Typ,0,0,Detchd,Unf,440,TA,0,6,2010,Normal,177500,1,0,1,0,1,1,0,Metal,10.0,1,0.0
1352,1359,1360,20,RL,129.0,16737,0,Lvl,FR3,flat,NridgHt,Norm,1Fam,1Story,9,5,4016016,2005,Hip,BrkFace,66.0,4,PConc,25,3,GLQ,1447,533,25,1980,1,2,0,3,1,5,Typ,1,4,Attchd,Fin,770,TA,194,9,2006,Normal,315000,1,0,1,1,1,1,0,Vinyl,2.0,0,0.0
1353,1360,1361,70,RL,51.0,9842,0,Lvl,Inside,flat,SWISU,Feedr,1Fam,2Story,5,6,3690241,1998,Gable,None,0.0,3,BrkTil,9,1,Unf,0,612,25,2601,0,3,1,4,1,3,Typ,0,0,BuiltIn,RFn,621,TA,183,5,2008,Normal,189000,1,0,1,0,0,1,0,Metal,87.0,1,0.0
1354,1361,1362,20,RL,124.0,16158,1,Low,Inside,sloped,StoneBr,Norm,1Fam,1Story,7,5,4020025,2005,Hip,Stone,16.0,4,PConc,25,3,ALQ,1274,256,25,1530,1,2,0,3,1,4,Typ,1,4,Attchd,Fin,430,TA,168,6,2009,Normal,260000,1,0,1,1,1,1,0,Vinyl,4.0,0,0.0
1355,1362,1363,50,RL,73.0,12513,1,Lvl,FR2,flat,NAmes,Feedr,1Fam,1.5Fin,4,4,3686400,2007,Gable,None,0.0,3,BrkTil,9,1,Unf,0,715,16,1738,0,2,0,4,1,3,Typ,1,4,Attchd,Unf,368,TA,55,6,2009,Normal,104900,0,0,1,1,0,1,0,Vinyl,89.0,1,0.0
1356,1363,1364,60,RL,73.0,8499,1,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,6,5,4024036,2007,Gable,None,0.0,3,PConc,16,1,Unf,0,616,25,1412,0,2,1,3,1,4,Typ,1,4,BuiltIn,Fin,432,TA,0,3,2007,Partial,156932,1,0,1,1,0,1,0,Vinyl,1.0,1,0.0
1357,1364,1365,160,FV,30.0,3180,0,Lvl,Inside,flat,Somerst,Norm,TwnhsE,2Story,7,5,4020025,2005,Gable,None,0.0,4,PConc,16,1,Unf,0,600,25,1200,0,2,1,2,1,4,Typ,0,0,Detchd,RFn,480,TA,0,4,2006,Abnorml,144152,1,0,1,0,0,1,0,Metal,1.0,1,1.0
1358,1365,1366,60,FV,73.5,7500,0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,7,5,4000000,2000,Gable,None,0.0,4,PConc,16,1,GLQ,533,281,25,1674,1,2,1,3,1,4,Typ,0,0,Attchd,RFn,663,TA,0,1,2010,Normal,216000,1,0,1,0,0,1,0,Vinyl,10.0,1,0.0
